%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1683047820.409866415,1073,1683047820.409866415,-5.24867,0.303846,-1.8764,-0.0254039,-0.0227952,-0.0109823,0.999357
1683047820.513721768,1074,1683047820.513721768,-5.2744,0.264567,-1.83947,-0.0298576,-0.0219572,-0.0121701,0.999239
1683047820.609082674,1075,1683047820.609082674,-5.30313,0.22534,-1.81663,-0.0342089,-0.022304,-0.013951,0.999068
1683047820.719947665,1076,1683047820.719947665,-5.32824,0.159335,-1.80145,-0.0343071,-0.0220972,-0.010622,0.999111
1683047820.817433102,1077,1683047820.817433102,-5.34565,0.0981233,-1.81536,-0.0299239,-0.0225811,-0.00212656,0.999295
1683047820.942668166,1078,1683047820.942668166,-5.36121,0.0396546,-1.82866,-0.0231269,-0.0230342,0.00816565,0.999434
1683047821.016917676,1079,1683047821.016917676,-5.37386,-0.021019,-1.80754,-0.0177056,-0.0238943,0.0182715,0.999391
1683047821.126737471,1080,1683047821.126737471,-5.38046,-0.10152,-1.80835,-0.0109999,-0.0254261,0.0293708,0.999185
1683047821.226233506,1081,1683047821.226233506,-5.39234,-0.15647,-1.82186,-0.00298122,-0.0264206,0.037062,0.998959
1683047821.329944995,1082,1683047821.329944995,-5.40155,-0.22506,-1.81935,0.000741376,-0.0268369,0.039009,0.998878
1683047821.437813864,1083,1683047821.437813864,-5.40741,-0.284909,-1.81523,0.00121623,-0.0270314,0.0394681,0.998854
1683047821.510787876,1084,1683047821.510787876,-5.40832,-0.323153,-1.80191,-0.00139478,-0.0282089,0.0381185,0.998874
1683047821.607152760,1085,1683047821.607152760,-5.40475,-0.377364,-1.79832,0.00169002,-0.0290554,0.039237,0.998806
1683047821.707212951,1086,1683047821.707212951,-5.39231,-0.441069,-1.81284,0.00911428,-0.0286554,0.0437177,0.998591
1683047821.809644054,1087,1683047821.809644054,-5.38694,-0.492021,-1.81543,0.0196249,-0.0255796,0.0519458,0.998129
1683047821.918969724,1088,1683047821.918969724,-5.36735,-0.52785,-1.83629,0.0287923,-0.0232197,0.0630187,0.997327
1683047822.104467653,1089,1683047822.104467653,-5.34319,-0.576028,-1.8273,0.0293762,-0.0205901,0.076055,0.996458
1683047822.147404714,1090,1683047822.147404714,-5.33506,-0.600589,-1.80911,0.0212587,-0.0180012,0.0853295,0.995963
1683047822.232694647,1091,1683047822.232694647,-5.32567,-0.626846,-1.79554,0.0120102,-0.0172094,0.0885587,0.99585
1683047822.348313883,1092,1683047822.348313883,-5.30995,-0.650278,-1.80297,0.00449558,-0.0155593,0.0894847,0.995857
1683047822.437210149,1093,1683047822.437210149,-5.29377,-0.66871,-1.82064,0.000724933,-0.0101905,0.0892647,0.995956
1683047822.536748552,1094,1683047822.536748552,-5.27388,-0.690572,-1.80889,0.000442099,5.89883e-05,0.0893163,0.996003
1683047822.606928743,1095,1683047822.606928743,-5.2598,-0.699847,-1.81949,0.000735894,0.00698616,0.0892368,0.995986
1683047822.721467195,1096,1683047822.721467195,-5.2453,-0.715224,-1.81218,0.000692496,0.0213799,0.0892084,0.995783
1683047822.833408588,1097,1683047822.833408588,-5.2375,-0.730308,-1.82218,0.00201406,0.0307666,0.0891052,0.995545
1683047822.921736867,1098,1683047822.921736867,-5.23471,-0.741621,-1.8328,0.00393963,0.034553,0.0892454,0.995402
1683047823.025223685,1099,1683047823.025223685,-5.23501,-0.750998,-1.85103,0.0039324,0.0321874,0.0892839,0.995478
1683047823.143838087,1100,1683047823.143838087,-5.25564,-0.757782,-1.86397,0.00327134,0.0173638,0.0896175,0.99582
1683047823.322083912,1101,1683047823.322083912,-5.29337,-0.766238,-1.85821,0.000551426,0.00191406,0.0897296,0.995964
1683047823.402921276,1102,1683047823.402921276,-5.32584,-0.78329,-1.85858,0.00136533,-0.0108923,0.0900038,0.995881
1683047823.487440967,1103,1683047823.487440967,-5.35947,-0.787523,-1.85731,0.00188265,-0.0200296,0.0900617,0.995733
1683047823.581453566,1104,1683047823.581453566,-5.38382,-0.79406,-1.86399,0.00259627,-0.0267848,0.0902056,0.99556
1683047823.648522566,1105,1683047823.648522566,-5.40702,-0.800316,-1.86102,0.00440458,-0.0286772,0.0902636,0.995495
1683047823.742342993,1106,1683047823.742342993,-5.41512,-0.794273,-1.84881,0.00579665,-0.0299271,0.0901176,0.995465
1683047823.826610619,1107,1683047823.826610619,-5.42762,-0.790416,-1.83409,0.00245647,-0.0272012,0.0897079,0.995594
1683047823.929377587,1108,1683047823.929377587,-5.43503,-0.786146,-1.81328,0.00283087,-0.0201052,0.0895327,0.995777
1683047824.050767489,1109,1683047824.050767489,-5.43851,-0.785727,-1.80309,0.000808428,-0.0148049,0.0893676,0.995888
1683047824.163731991,1110,1683047824.163731991,-5.44643,-0.776737,-1.78962,-0.00272179,-0.0115559,0.0893844,0.995926
1683047824.230247596,1111,1683047824.230247596,-5.45289,-0.776231,-1.76919,-0.00615163,-0.00983928,0.0893552,0.995932
1683047824.362694267,1112,1683047824.362694267,-5.46613,-0.766952,-1.75273,-0.00655593,-0.00766431,0.088902,0.995989
1683047824.510073249,1113,1683047824.510073249,-5.47444,-0.766088,-1.7464,-0.00665452,-0.00667281,0.0900077,0.995896
1683047824.637703763,1114,1683047824.637703763,-5.48776,-0.757473,-1.72927,-0.00469647,-0.00624674,0.0925454,0.995678
1683047824.780408657,1115,1683047824.780408657,-5.50292,-0.756245,-1.726,-0.00466444,-0.00644743,0.0931578,0.99562
1683047824.912556902,1116,1683047824.912556902,-5.51613,-0.747512,-1.72721,-0.00956462,-0.0124314,0.0932998,0.995515
1683047825.014560654,1117,1683047825.014560654,-5.53122,-0.743468,-1.71701,-0.0136006,-0.0182907,0.0928217,0.995422
1683047825.093674952,1118,1683047825.093674952,-5.54343,-0.740543,-1.70257,-0.0180553,-0.0223505,0.0925688,0.995292
1683047825.183583213,1119,1683047825.183583213,-5.5423,-0.743777,-1.68762,-0.0201873,-0.0255139,0.0924551,0.995185
1683047825.281425531,1120,1683047825.281425531,-5.54629,-0.744507,-1.65498,-0.0243852,-0.028356,0.0923887,0.99502
1683047825.384362487,1121,1683047825.384362487,-5.54821,-0.741747,-1.6537,-0.0210221,-0.0283362,0.0909457,0.995231
1683047825.453386633,1122,1683047825.453386633,-5.53957,-0.751736,-1.65468,-0.0123565,-0.0268835,0.0926916,0.995255
1683047825.527326580,1123,1683047825.527326580,-5.52845,-0.745442,-1.66173,-0.00881142,-0.0260392,0.0968917,0.994915
1683047825.656015874,1124,1683047825.656015874,-5.51899,-0.751418,-1.66233,-0.00871876,-0.0264394,0.10125,0.994471
1683047825.839003336,1125,1683047825.839003336,-5.49861,-0.759602,-1.65991,-0.0101836,-0.0245998,0.106072,0.994002
1683047825.914354526,1126,1683047825.914354526,-5.48692,-0.768607,-1.65575,-0.0106069,-0.0208883,0.112419,0.993385
1683047826.062516944,1127,1683047826.062516944,-5.4683,-0.780861,-1.64192,-0.0115145,-0.017859,0.119633,0.992591
1683047826.150103826,1128,1683047826.150103826,-5.45513,-0.778092,-1.63752,-0.0145958,-0.0148851,0.125449,0.991881
1683047826.200561924,1129,1683047826.200561924,-5.44217,-0.789235,-1.63572,-0.0136617,-0.0130401,0.133563,0.99086
1683047826.247529679,1130,1683047826.247529679,-5.42114,-0.788823,-1.64883,-0.0118169,-0.0133207,0.141939,0.989715
1683047826.291626593,1131,1683047826.291626593,-5.39356,-0.795885,-1.64723,-0.0105994,-0.0136954,0.150687,0.98843
1683047826.334523479,1132,1683047826.334523479,-5.35956,-0.808312,-1.63773,-0.0116446,-0.0159428,0.160632,0.986817
1683047826.431974847,1133,1683047826.431974847,-5.33212,-0.811382,-1.63522,-0.0119489,-0.0146025,0.168741,0.98548
1683047826.533761340,1134,1683047826.533761340,-5.30913,-0.823358,-1.63718,-0.013416,-0.0149128,0.171602,0.984962
1683047826.686133144,1135,1683047826.686133144,-5.28185,-0.832063,-1.65008,-0.0120619,-0.0135581,0.172939,0.984765
1683047826.751930127,1136,1683047826.751930127,-5.25252,-0.837486,-1.66332,-0.00985999,-0.00679626,0.173357,0.984786
1683047826.835914509,1137,1683047826.835914509,-5.22567,-0.852944,-1.67867,-0.00695465,-0.00185302,0.172893,0.984914
1683047826.952098880,1138,1683047826.952098880,-5.19466,-0.865182,-1.67618,-0.00642236,-0.00037087,0.172821,0.984932
1683047827.005408302,1139,1683047827.005408302,-5.18004,-0.871544,-1.67173,-0.00944509,0.000868304,0.172368,0.984987
1683047827.125387085,1140,1683047827.125387085,-5.16217,-0.883853,-1.67533,-0.0122555,0.00525944,0.172576,0.984906
1683047827.209541440,1141,1683047827.209541440,-5.13747,-0.893383,-1.71152,-0.0158873,0.00598206,0.17406,0.984589
1683047827.311809617,1142,1683047827.311809617,-5.11831,-0.905962,-1.72581,-0.0189967,0.00186501,0.179019,0.98366
1683047827.417942964,1143,1683047827.417942964,-5.10531,-0.920268,-1.74839,-0.0169663,-0.00285392,0.186535,0.982298
1683047827.519039812,1144,1683047827.519039812,-5.09716,-0.941686,-1.75961,-0.010224,-0.00474135,0.198169,0.980103
1683047827.617471777,1145,1683047827.617471777,-5.07692,-0.949535,-1.78577,-0.00626177,-0.00648038,0.212539,0.977111
1683047827.821753410,1146,1683047827.821753410,-5.06325,-0.9665,-1.80237,-0.00517487,-0.00868508,0.228483,0.973495
1683047827.873260302,1147,1683047827.873260302,-5.0479,-0.9814,-1.82261,-0.00368702,-0.0074631,0.244582,0.969593
1683047827.928752543,1148,1683047827.928752543,-5.02961,-0.988732,-1.82954,-0.00471895,-0.00709956,0.25906,0.965824
1683047828.037322335,1149,1683047828.037322335,-5.02529,-0.998467,-1.81429,-0.00749593,-0.00693453,0.266276,0.963843
1683047828.113308619,1150,1683047828.113308619,-5.01567,-1.00726,-1.81705,-0.00982696,-0.00256185,0.26824,0.963299
1683047828.297920465,1151,1683047828.297920465,-5.00793,-1.02341,-1.80124,-0.0133555,0.00081852,0.268803,0.963102
1683047828.436830925,1152,1683047828.436830925,-4.99968,-1.04351,-1.78812,-0.0141031,0.00591015,0.268868,0.963056
1683047828.543574851,1153,1683047828.543574851,-4.99417,-1.05897,-1.79558,-0.0125347,0.00470168,0.269008,0.963045
1683047828.590081284,1154,1683047828.590081284,-4.98884,-1.07575,-1.78458,-0.0128866,0.00311057,0.268859,0.963088
1683047828.637572554,1155,1683047828.637572554,-4.98963,-1.09316,-1.79956,-0.00900784,0.00260998,0.269541,0.962943
1683047828.775418582,1156,1683047828.775418582,-4.99157,-1.1156,-1.81101,-0.00591945,-8.75098e-05,0.270169,0.962795
1683047828.832756126,1157,1683047828.832756126,-4.98727,-1.12417,-1.80964,-0.00649145,-0.00342975,0.269877,0.962867
1683047828.926821853,1158,1683047828.926821853,-4.98813,-1.13836,-1.80586,-0.00924156,-0.00507548,0.269113,0.963051
1683047829.035224305,1159,1683047829.035224305,-4.99466,-1.15245,-1.79188,-0.0101236,-0.0050871,0.267553,0.963477
1683047829.137002967,1160,1683047829.137002967,-5.00114,-1.17694,-1.76319,-0.0114438,4.55469e-05,0.269712,0.962873
1683047829.198803936,1161,1683047829.198803936,-4.99675,-1.19274,-1.74824,-0.015111,0.00718474,0.275643,0.961114
1683047829.369157323,1162,1683047829.369157323,-5.00412,-1.20544,-1.75993,-0.0154446,0.0104026,0.286457,0.957912
1683047829.498140345,1163,1683047829.498140345,-5.01087,-1.22754,-1.78234,-0.0123702,0.0106084,0.295753,0.955126
1683047829.594856738,1164,1683047829.594856738,-5.02719,-1.24403,-1.79871,-0.00890183,0.0117071,0.300616,0.953632
1683047829.654888210,1165,1683047829.654888210,-5.04212,-1.26827,-1.83884,-0.00819446,0.0128219,0.302561,0.953008
1683047829.740012267,1166,1683047829.740012267,-5.06644,-1.2973,-1.89539,-0.00623051,0.0118458,0.302561,0.953036
1683047829.846400739,1167,1683047829.846400739,-5.08625,-1.32649,-1.95112,-0.00402188,0.00936201,0.302217,0.953185
1683047829.947882394,1168,1683047829.947882394,-5.11634,-1.35307,-2.01936,-0.00240598,0.0017458,0.302196,0.953241
1683047830.031244523,1169,1683047830.031244523,-5.14734,-1.37677,-2.07993,-0.00158151,-0.00768978,0.301956,0.95329
1683047830.164632435,1170,1683047830.164632435,-5.1757,-1.39689,-2.15552,-0.0017398,-0.0146938,0.30186,0.953237
1683047830.278551561,1171,1683047830.278551561,-5.19976,-1.41286,-2.23082,-0.000830022,-0.0158031,0.301591,0.953306
1683047830.396366511,1172,1683047830.396366511,-5.21405,-1.42971,-2.29186,0.00031455,-0.0144383,0.30151,0.953354
1683047830.488920264,1173,1683047830.488920264,-5.23511,-1.44222,-2.37649,-0.00224874,-0.0110183,0.301754,0.953319
1683047830.545378471,1174,1683047830.545378471,-5.25934,-1.46053,-2.44772,-0.00152771,-0.00895366,0.301502,0.953422
1683047830.720764183,1175,1683047830.720764183,-5.28592,-1.47625,-2.49365,0.00135858,-0.010531,0.301787,0.953316
1683047830.788658336,1176,1683047830.788658336,-5.31266,-1.48656,-2.51383,0.00225226,-0.012836,0.301758,0.953295
1683047830.852563801,1177,1683047830.852563801,-5.33888,-1.4913,-2.56536,0.00362556,-0.0191558,0.301606,0.953233
1683047830.919848178,1178,1683047830.919848178,-5.35065,-1.49806,-2.6229,0.00485444,-0.0225518,0.301758,0.953105
1683047831.047829646,1179,1683047831.047829646,-5.36585,-1.49074,-2.68484,0.00603145,-0.0220172,0.301733,0.953119
1683047831.145524995,1180,1683047831.145524995,-5.38083,-1.4873,-2.74,0.00658762,-0.0213891,0.30173,0.953131
1683047831.244200104,1181,1683047831.244200104,-5.38893,-1.4799,-2.78399,0.00705755,-0.0213343,0.30173,0.953128
1683047831.348144805,1182,1683047831.348144805,-5.40353,-1.47555,-2.82256,0.00840083,-0.021122,0.301447,0.953212
1683047831.411271957,1183,1683047831.411271957,-5.40888,-1.46195,-2.85089,0.0090304,-0.0204592,0.300912,0.95339
1683047831.512610601,1184,1683047831.512610601,-5.42343,-1.44951,-2.90792,0.0104693,-0.0208081,0.300771,0.953412
1683047831.614561288,1185,1683047831.614561288,-5.42906,-1.41813,-2.94806,0.0100947,-0.0185007,0.300559,0.95353
1683047831.708540669,1186,1683047831.708540669,-5.43328,-1.39732,-3.0449,0.0135252,-0.0174538,0.300672,0.953472
1683047831.827051991,1187,1683047831.827051991,-5.43986,-1.35812,-3.08308,0.010797,-0.0172068,0.300964,0.953419
1683047831.941769348,1188,1683047831.941769348,-5.44514,-1.31988,-3.02094,-0.00530387,-0.0160946,0.300272,0.953703
1683047832.026239199,1189,1683047832.026239199,-5.45329,-1.29452,-2.98944,-0.0186574,-0.0164674,0.300147,0.953568
1683047832.129934475,1190,1683047832.129934475,-5.45486,-1.25904,-2.99201,-0.0243068,-0.0181329,0.299987,0.953461
1683047832.228221167,1191,1683047832.228221167,-5.44716,-1.22115,-2.99303,-0.026467,-0.0193748,0.299859,0.953419
1683047832.333604054,1192,1683047832.333604054,-5.43794,-1.19891,-3.02121,-0.0243609,-0.0196968,0.299853,0.953471
1683047832.432208971,1193,1683047832.432208971,-5.42959,-1.17416,-3.04447,-0.0196322,-0.0198015,0.300234,0.953458
1683047832.506151116,1194,1683047832.506151116,-5.43222,-1.15098,-3.05152,-0.0182188,-0.020254,0.299966,0.953561
1683047832.611383063,1195,1683047832.611383063,-5.41736,-1.12896,-3.04984,-0.0161716,-0.0190979,0.29995,0.953627
1683047832.725473993,1196,1683047832.725473993,-5.39616,-1.10968,-3.07006,-0.00992469,-0.0165505,0.300105,0.953711
1683047832.818163258,1197,1683047832.818163258,-5.37352,-1.0867,-3.07457,-0.00563002,-0.00888187,0.300186,0.953823
1683047832.924258677,1198,1683047832.924258677,-5.35765,-1.06373,-3.06101,-0.00892004,0.000109722,0.300313,0.953799
1683047833.024796552,1199,1683047833.024796552,-5.34222,-1.03203,-3.03092,-0.0182991,0.0056589,0.300063,0.953727
1683047833.128059685,1200,1683047833.128059685,-5.33085,-1.01628,-3.02644,-0.0242658,0.0139506,0.299752,0.953606
1683047833.268326356,1201,1683047833.268326356,-5.3213,-0.994911,-3.03575,-0.0300386,0.0219832,0.299469,0.95338
1683047833.382651616,1202,1683047833.382651616,-5.31882,-0.987446,-3.0261,-0.0351058,0.026353,0.299266,0.95316
1683047833.660232710,1203,1683047833.660232710,-5.31961,-0.991376,-3.02744,-0.0354369,0.02805,0.29925,0.953104
1683047833.774135921,1204,1683047833.774135921,-5.31743,-0.995366,-3.03866,-0.0333022,0.0326885,0.299108,0.953077
1683047833.967617484,1205,1683047833.967617484,-5.32278,-1.00778,-3.04897,-0.0303267,0.0407417,0.298774,0.952971
1683047834.069549384,1206,1683047834.069549384,-5.34042,-1.01797,-3.0451,-0.0327663,0.0481146,0.298339,0.952683
1683047834.163436484,1207,1683047834.163436484,-5.36525,-1.04908,-3.04892,-0.0345454,0.0499476,0.298229,0.95256
1683047834.252864305,1208,1683047834.252864305,-5.40072,-1.07742,-3.04514,-0.0353011,0.049354,0.298191,0.952576
1683047834.354872649,1209,1683047834.354872649,-5.4419,-1.12116,-3.05474,-0.0338943,0.0485664,0.298548,0.952555
1683047834.429793109,1210,1683047834.429793109,-5.49603,-1.16836,-3.05305,-0.0334953,0.0472995,0.298562,0.952629
1683047834.491894940,1211,1683047834.491894940,-5.55018,-1.22132,-3.05243,-0.0356742,0.0417474,0.298713,0.952762
1683047834.551593231,1212,1683047834.551593231,-5.61855,-1.27874,-3.04111,-0.0391192,0.0281487,0.299104,0.953003
1683047834.628107676,1213,1683047834.628107676,-5.69861,-1.34829,-3.00779,-0.0425795,0.0134806,0.299458,0.953064
1683047834.723052533,1214,1683047834.723052533,-5.77844,-1.4288,-2.99073,-0.0436669,-0.0013265,0.299629,0.953055
1683047834.796953984,1215,1683047834.796953984,-5.85133,-1.50733,-2.9685,-0.0433422,-0.0121761,0.299708,0.952968
1683047834.883801596,1216,1683047834.883801596,-5.89212,-1.56937,-2.97273,-0.0457946,-0.0168969,0.299694,0.952786
1683047834.983036178,1217,1683047834.983036178,-5.9581,-1.66681,-2.98443,-0.0426999,-0.023122,0.299681,0.952803
1683047835.033220761,1218,1683047835.033220761,-6.0201,-1.76149,-2.99076,-0.0368028,-0.0275463,0.299916,0.952857
1683047835.083536222,1219,1683047835.083536222,-6.07457,-1.85778,-2.9868,-0.0356821,-0.0281539,0.299507,0.953011
1683047835.133797103,1220,1683047835.133797103,-6.11834,-1.96284,-3.00731,-0.0334078,-0.0259589,0.299341,0.953208
1683047835.235805740,1221,1683047835.235805740,-6.15943,-2.06205,-2.99243,-0.0340757,-0.0236853,0.299059,0.953332
1683047835.335239006,1222,1683047835.335239006,-6.19826,-2.16627,-2.95817,-0.0383885,-0.0230195,0.298824,0.953258
1683047835.451148558,1223,1683047835.451148558,-6.22215,-2.26625,-2.92147,-0.0404294,-0.0211751,0.298732,0.953245
1683047835.534210551,1224,1683047835.534210551,-6.23772,-2.3846,-2.92306,-0.0317149,-0.0188623,0.299054,0.953523
1683047835.637153959,1225,1683047835.637153959,-6.26155,-2.50724,-2.94023,-0.0156605,-0.020165,0.299609,0.95372
1683047835.746757717,1226,1683047835.746757717,-6.28139,-2.62597,-2.97287,0.00102584,-0.0233951,0.300147,0.953605
1683047835.817645811,1227,1683047835.817645811,-6.29224,-2.69575,-2.97566,0.010332,-0.0261051,0.300442,0.953387
1683047835.909981846,1228,1683047835.909981846,-6.30314,-2.7942,-2.95866,0.0127194,-0.0256623,0.300508,0.953349
1683047836.009387619,1229,1683047836.009387619,-6.31339,-2.89818,-2.95503,0.0144786,-0.0260522,0.300288,0.953383
1683047836.106297375,1230,1683047836.106297375,-6.32453,-2.98027,-2.92958,0.0148191,-0.0308189,0.300513,0.953164
1683047836.218256584,1231,1683047836.218256584,-6.3219,-3.06552,-2.92351,0.0149575,-0.0349651,0.300353,0.95307
1683047836.398321929,1232,1683047836.398321929,-6.32161,-3.13674,-2.92264,0.0163648,-0.0400387,0.300253,0.952878
1683047836.452131080,1233,1683047836.452131080,-6.32296,-3.20388,-2.90714,0.0180374,-0.0470413,0.300452,0.952465
1683047836.534302414,1234,1683047836.534302414,-6.31225,-3.26481,-2.89551,0.0215561,-0.0521029,0.300503,0.952113
1683047836.638972356,1235,1683047836.638972356,-6.29621,-3.3076,-2.90136,0.0235932,-0.0559631,0.300714,0.951779
1683047836.727668666,1236,1683047836.727668666,-6.26882,-3.34462,-2.89377,0.0262445,-0.0592022,0.300571,0.951558
1683047836.829805001,1237,1683047836.829805001,-6.22871,-3.36921,-2.88764,0.0281185,-0.0610146,0.300671,0.951359
1683047836.909026867,1238,1683047836.909026867,-6.19611,-3.37721,-2.88353,0.0301735,-0.0632634,0.300356,0.951248
1683047837.013048695,1239,1683047837.013048695,-6.14939,-3.37624,-2.86692,0.0269792,-0.0595669,0.300327,0.951592
1683047837.117908503,1240,1683047837.117908503,-6.08439,-3.3703,-2.8868,0.0183948,-0.0431627,0.300587,0.9526
1683047837.214216392,1241,1683047837.214216392,-6.01188,-3.35853,-2.89871,0.0131068,-0.0240917,0.300488,0.953391
1683047837.321653626,1242,1683047837.321653626,-5.95532,-3.3396,-2.93054,0.00586284,-0.0147316,0.300378,0.953689
1683047837.421483754,1243,1683047837.421483754,-5.89598,-3.31628,-2.90535,-0.000141331,-0.0104696,0.300117,0.953845
1683047837.525935390,1244,1683047837.525935390,-5.83221,-3.29291,-2.89479,-0.00471095,-0.00536755,0.29991,0.953941
1683047837.631335848,1245,1683047837.631335848,-5.76923,-3.26378,-2.89421,-0.00809845,-0.00250072,0.299954,0.953916
1683047837.734103122,1246,1683047837.734103122,-5.70557,-3.24155,-2.89894,-0.00809985,-0.00125184,0.300322,0.953803
1683047837.832353192,1247,1683047837.832353192,-5.64575,-3.21992,-2.90186,-0.00556255,-0.00330678,0.300687,0.953701
1683047837.943764573,1248,1683047837.943764573,-5.58595,-3.18939,-2.89493,-0.00407922,-0.00389409,0.300695,0.953704
1683047838.016281644,1249,1683047838.016281644,-5.54004,-3.17329,-2.89575,-0.00652402,0.000182422,0.300729,0.953687
1683047838.109977836,1250,1683047838.109977836,-5.48677,-3.14704,-2.90474,-0.0157412,0.00824187,0.300456,0.95363
1683047838.253141460,1251,1683047838.253141460,-5.43203,-3.12397,-2.91919,-0.0228138,0.0167316,0.29983,0.953573
1683047838.379467884,1252,1683047838.379467884,-5.38263,-3.10328,-2.92572,-0.0288308,0.0223087,0.299703,0.953336
1683047838.517083375,1253,1683047838.517083375,-5.33421,-3.0933,-2.92306,-0.0306009,0.0205292,0.299973,0.953236
1683047838.621167858,1254,1683047838.621167858,-5.30075,-3.0858,-2.93443,-0.0282,0.0135875,0.300255,0.953345
1683047838.667512107,1255,1683047838.667512107,-5.26284,-3.08392,-2.94781,-0.0222925,0.00843775,0.30037,0.953525
1683047838.724980492,1256,1683047838.724980492,-5.22601,-3.08378,-2.95925,-0.0176521,0.00739938,0.300955,0.953446
1683047838.975392407,1257,1683047838.975392407,-5.18699,-3.08458,-2.97656,-0.0161926,0.00901297,0.301036,0.953433
1683047839.133597659,1258,1683047839.133597659,-5.15726,-3.08659,-2.99649,-0.0163528,0.0113519,0.301261,0.953334
1683047839.224994532,1259,1683047839.224994532,-5.13135,-3.09961,-3.00169,-0.0152842,0.0104838,0.301428,0.953309
1683047839.276256879,1260,1683047839.276256879,-5.11431,-3.10422,-3.0083,-0.0136878,0.00874101,0.301406,0.953358
1683047839.326837027,1261,1683047839.326837027,-5.09416,-3.12007,-3.0269,-0.0104453,-0.00516666,0.301604,0.953362
1683047839.379554003,1262,1683047839.379554003,-5.07504,-3.12308,-2.98945,-0.011213,-0.0174224,0.301534,0.95323
1683047839.438428884,1263,1683047839.438428884,-5.05091,-3.13298,-2.97197,-0.0145682,-0.0258145,0.301432,0.953027
1683047839.524297025,1264,1683047839.524297025,-5.01323,-3.14957,-2.99074,-0.0167132,-0.0281156,0.301323,0.952961
1683047839.623156567,1265,1683047839.623156567,-4.982,-3.15006,-2.98712,-0.022163,-0.0288241,0.301289,0.95284
1683047839.722175899,1266,1683047839.722175899,-4.94384,-3.16855,-2.97243,-0.0297948,-0.0275914,0.300877,0.952798
1683047839.840592920,1267,1683047839.840592920,-4.89972,-3.18602,-2.97579,-0.0353823,-0.0268074,0.300712,0.952681
1683047839.938386704,1268,1683047839.938386704,-4.85238,-3.20339,-3.00144,-0.0351439,-0.0267427,0.301005,0.952599
1683047840.038332674,1269,1683047840.038332674,-4.79703,-3.21924,-3.00433,-0.0316057,-0.0265021,0.30128,0.952643
1683047840.128974987,1270,1683047840.128974987,-4.73339,-3.25518,-3.02205,-0.0254451,-0.0255807,0.301542,0.95277
1683047840.201718122,1271,1683047840.201718122,-4.69279,-3.26904,-3.03931,-0.0185838,-0.0243523,0.302301,0.95272
1683047840.309529183,1272,1683047840.309529183,-4.62882,-3.29444,-3.04934,-0.0126446,-0.0240685,0.302404,0.952792
1683047840.414359185,1273,1683047840.414359185,-4.56476,-3.32006,-3.03909,-0.00930672,-0.0251605,0.302559,0.952753
1683047840.517937635,1274,1683047840.517937635,-4.49172,-3.34626,-3.03015,-0.00718503,-0.0244734,0.3028,0.952713
1683047840.639687299,1275,1683047840.639687299,-4.41431,-3.36846,-3.02438,-0.00686571,-0.0195636,0.302699,0.952861
1683047840.718806540,1276,1683047840.718806540,-4.33463,-3.37914,-2.98755,-0.015111,-0.0109969,0.302345,0.953015
1683047840.820741143,1277,1683047840.820741143,-4.25346,-3.406,-2.96958,-0.0185762,-0.0070191,0.302095,0.953071
1683047840.930730560,1278,1683047840.930730560,-4.17901,-3.43578,-2.96236,-0.0176652,-0.00671757,0.301927,0.953144
1683047841.027627989,1279,1683047841.027627989,-4.10681,-3.4591,-2.95532,-0.0145312,-0.00508761,0.302018,0.953178
1683047841.138216646,1280,1683047841.138216646,-4.03248,-3.48818,-2.94935,-0.0111154,-0.0011259,0.302185,0.953184
1683047841.233496067,1281,1683047841.233496067,-3.95632,-3.51541,-2.9571,-0.0114509,0.00593978,0.301872,0.953261
1683047841.302034700,1282,1683047841.302034700,-3.90616,-3.53196,-2.95769,-0.012921,0.010774,0.301607,0.953284
1683047841.410734812,1283,1683047841.410734812,-3.84078,-3.55807,-2.94558,-0.0124641,0.0154418,0.3018,0.953165
1683047841.509954638,1284,1683047841.509954638,-3.77635,-3.58261,-2.9182,-0.0155847,0.0200033,0.301278,0.953199
1683047841.620078300,1285,1683047841.620078300,-3.71382,-3.60946,-2.92418,-0.0163904,0.0238731,0.301422,0.953051
1683047841.720300359,1286,1683047841.720300359,-3.66053,-3.63994,-2.93514,-0.0133596,0.0235742,0.301327,0.953136
1683047841.819187962,1287,1683047841.819187962,-3.61608,-3.67564,-2.92601,-0.00613126,0.0157329,0.301401,0.953348
1683047841.922774897,1288,1683047841.922774897,-3.58011,-3.70551,-2.9113,-0.00188993,0.00380841,0.302065,0.953278
1683047842.093372794,1289,1683047842.093372794,-3.54672,-3.74419,-2.8827,-0.000526545,-0.0076018,0.302032,0.953267
1683047842.137482292,1290,1683047842.137482292,-3.50653,-3.77488,-2.85109,-0.000405784,-0.0158718,0.301829,0.95323
1683047842.233176894,1291,1683047842.233176894,-3.46768,-3.79287,-2.84011,-0.000393058,-0.0201911,0.302111,0.953059
1683047842.333364745,1292,1683047842.333364745,-3.41931,-3.82146,-2.85907,-0.000176463,-0.0215664,0.302109,0.953029
1683047842.402684063,1293,1683047842.402684063,-3.39141,-3.83846,-2.87469,-0.000190458,-0.0215826,0.302058,0.953045
1683047842.519954379,1294,1683047842.519954379,-3.34421,-3.85843,-2.87878,-0.00186834,-0.0202205,0.30193,0.953114
