time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1577840585.79996204,0.04858483,0.00328410,0.00000568,6125.00000000,0.02307049,0.000000,0.000000
1577840585.89980221,0.04834942,0.00305176,0.00000987,6215.00000000,0.03893280,0.000000,0.000000
1577840585.99964809,0.04787394,0.00337648,0.00000692,6306.00000000,0.02837941,0.000000,0.000000
1577840586.09948206,0.04783931,0.00320274,0.00000743,6367.00000000,0.04638462,0.000000,0.000000
1577840586.19932222,0.04786544,0.00352696,0.00000743,6364.00000000,0.04898904,0.000000,0.000000
1577840586.29996300,0.04777397,0.00285212,0.00000902,5612.00000000,0.04374945,0.000000,0.000000
1577840586.39980292,0.04726559,0.00342659,0.00000574,5730.00000000,0.02438838,0.000000,0.000000
1577840586.49964499,0.04764439,0.00619054,0.00000802,5807.00000000,0.06506926,0.000000,0.000000
1577840586.59950590,0.04808142,0.00305231,0.00001119,5893.00000000,0.06862205,0.000000,0.000000
1577840586.69934702,0.04825443,0.00630123,0.00000824,5991.00000000,0.05655870,0.000000,0.000000
1577840586.79999208,0.04915179,0.00673471,0.00000974,6070.00000000,0.09312246,0.000000,0.000000
1577840586.89982581,0.04976594,0.00542246,0.00000707,6171.00000000,0.08047350,0.000000,0.000000
1577840586.99967480,0.05043797,0.00380199,0.00001068,6262.00000000,0.08471174,0.000000,0.000000
1577840587.09951901,0.05113142,0.00368072,0.00000973,6355.00000000,0.08719080,0.000000,0.000000
1577840587.19936299,0.05119498,0.00302820,0.00000663,6441.00000000,0.05456352,0.000000,0.000000
1577840587.29961181,0.05086007,0.00913072,0.00000439,6554.00000000,0.03277492,0.000000,0.000000
1577840587.39944911,0.05093132,0.00627040,0.00000730,6624.00000000,0.05485000,0.000000,0.000000
1577840587.49928808,0.05067823,0.00375447,0.00000751,6695.00000000,0.03650523,0.000000,0.000000
1577840587.59993505,0.05024278,0.00439909,0.00000519,6770.00000000,0.02542194,0.000000,0.000000
1577840587.69977999,0.05035647,0.00492363,0.00000828,6894.00000000,0.05695051,0.000000,0.000000
1577840587.79960918,0.05040518,0.01471116,0.00000730,6975.00000000,0.05327941,0.000000,0.000000
1577840587.89944696,0.05065062,0.00585623,0.00000562,7105.00000000,0.06537673,0.000000,0.000000
1577840587.99967217,0.05092295,0.00607048,0.00000665,7233.00000000,0.06753543,0.000000,0.000000
1577840588.09951496,0.05056634,0.00634328,0.00000465,7427.00000000,0.02845626,0.000000,0.000000
1577840588.19935894,0.05104603,0.00778075,0.00000715,7519.00000000,0.08126677,0.000000,0.000000
1577840588.29960203,0.05129592,0.00838777,0.00000675,7689.00000000,0.06728846,0.000000,0.000000
1577840588.39943981,0.05120228,0.00593122,0.00000813,7860.00000000,0.04511603,0.000000,0.000000
1577840588.49928093,0.05143642,0.01246454,0.00000606,8095.00000000,0.06688948,0.000000,0.000000
1577840588.59990978,0.05176627,0.00869997,0.00000955,8239.00000000,0.07386600,0.000000,0.000000
1577840588.69975495,0.05265461,0.01643477,0.00000701,8396.00000000,0.11306157,0.000000,0.000000
1577840588.79958606,0.05253156,0.00402439,0.00000611,8345.00000000,0.04404165,0.000000,0.000000
1577840588.89942718,0.05221857,0.00493551,0.00000532,8607.00000000,0.03030939,0.000000,0.000000
1577840588.99965310,0.05188068,0.00480465,0.00000496,8810.00000000,0.02789046,0.000000,0.000000
1577840589.09948492,0.05215794,0.00918683,0.00000735,9024.00000000,0.07212053,0.000000,0.000000
1577840589.19932389,0.05265931,0.00617112,0.00000611,9180.00000000,0.08925913,0.000000,0.000000
1577840589.29997301,0.05267255,0.00619788,0.00001012,9314.00000000,0.05365246,0.000000,0.000000
1577840589.39980292,0.05322253,0.01008145,0.00000946,9370.00000000,0.09447100,0.000000,0.000000
1577840589.49962711,0.05325637,0.00636631,0.00000592,9491.00000000,0.05582818,0.000000,0.000000
1577840589.59948206,0.05326186,0.00485884,0.00000464,9621.00000000,0.05368449,0.000000,0.000000
1577840589.69932795,0.05345658,0.00650335,0.00000850,9786.00000000,0.06864495,0.000000,0.000000
1577840589.79995799,0.05393465,0.00602588,0.00000757,9769.00000000,0.09170204,0.000000,0.000000
1577840589.89979601,0.05444442,0.01762322,0.00000765,9832.00000000,0.09522587,0.000000,0.000000
1577840589.99963117,0.05548553,0.00602601,0.00001282,9946.00000000,0.13981557,0.000000,0.000000
1577840590.09946012,0.05556692,0.00678236,0.00000784,10084.00000000,0.06224100,0.000000,0.000000
1577840590.19930601,0.05596990,0.00472815,0.00000927,9943.00000000,0.08941686,0.000000,0.000000
1577840590.29994178,0.05581037,0.00598916,0.00000523,10131.00000000,0.04241009,0.000000,0.000000
1577840590.39977193,0.05555965,0.00649921,0.00000511,10307.00000000,0.03424838,0.000000,0.000000
1577840590.49961710,0.05526205,0.00544921,0.00000488,10433.00000000,0.02966888,0.000000,0.000000
1577840590.59945393,0.05543459,0.00710945,0.00000681,10659.00000000,0.07044522,0.000000,0.000000
1577840590.69928598,0.05580616,0.00827506,0.00000967,10880.00000000,0.08850469,0.000000,0.000000
1577840590.79993796,0.05676341,0.01229501,0.00001123,11148.00000000,0.14195826,0.000000,0.000000
1577840590.89976811,0.05679666,0.00552040,0.00000867,10157.00000000,0.05978914,0.000000,0.000000
1577840590.99962902,0.05687289,0.00471173,0.00000662,10436.00000000,0.06380997,0.000000,0.000000
1577840591.09947395,0.05689610,0.00519686,0.00000540,10701.00000000,0.05903124,0.000000,0.000000
1577840591.19931793,0.05659212,0.00457756,0.00000448,10940.00000000,0.02832242,0.000000,0.000000
1577840591.29996014,0.05728534,0.01090488,0.00000772,11158.00000000,0.12244777,0.000000,0.000000
1577840591.39980602,0.05741356,0.00657920,0.00000669,11408.00000000,0.06959398,0.000000,0.000000
1577840591.49965692,0.05763972,0.01498216,0.00000951,11635.00000000,0.07935167,0.000000,0.000000
1577840591.59948277,0.05797414,0.00751295,0.00000804,11834.00000000,0.09041217,0.000000,0.000000
1577840591.69932294,0.05828550,0.00809626,0.00001009,12156.00000000,0.08879938,0.000000,0.000000
1577840591.79995012,0.05879217,0.01004454,0.00000669,12508.00000000,0.10895254,0.000000,0.000000
1577840591.89979601,0.05888281,0.01495904,0.00000583,12862.00000000,0.06794633,0.000000,0.000000
1577840591.99964213,0.05887830,0.00975075,0.00000613,13227.00000000,0.05842327,0.000000,0.000000
1577840592.09948492,0.05917589,0.00923399,0.00000746,13579.00000000,0.08952994,0.000000,0.000000
1577840592.19931602,0.05930535,0.00678178,0.00000569,13869.00000000,0.07263943,0.000000,0.000000
1577840592.29995608,0.05908112,0.00660104,0.00000532,14212.00000000,0.03576136,0.000000,0.000000
1577840592.39979386,0.05888612,0.00626375,0.00000570,14277.00000000,0.03841166,0.000000,0.000000
1577840592.49963284,0.05866773,0.00656612,0.00000552,14497.00000000,0.03551773,0.000000,0.000000
1577840592.59948111,0.05847638,0.00469780,0.00000542,14701.00000000,0.03800208,0.000000,0.000000
1577840592.69931602,0.05898684,0.02254646,0.00000980,14896.00000000,0.11411640,0.000000,0.000000
1577840592.79995608,0.05914343,0.01127842,0.00000601,15013.00000000,0.07621192,0.000000,0.000000
1577840592.89979601,0.05948176,0.01202978,0.00000693,15194.00000000,0.09669816,0.000000,0.000000
1577840592.99963284,0.05965276,0.00681278,0.00000786,15372.00000000,0.07863358,0.000000,0.000000
1577840593.09946489,0.05974841,0.00740513,0.00000834,15544.00000000,0.07046133,0.000000,0.000000
1577840593.19929290,0.06020267,0.02314409,0.00000911,15673.00000000,0.11153387,0.000000,0.000000
1577840593.29993701,0.06022848,0.00685867,0.00000645,15872.00000000,0.06317139,0.000000,0.000000
1577840593.39978290,0.06041811,0.01490770,0.00000710,16077.00000000,0.08222513,0.000000,0.000000
1577840593.49963403,0.06034028,0.00589110,0.00000514,16200.00000000,0.05131192,0.000000,0.000000
1577840593.59946704,0.06011267,0.00682912,0.00000531,16431.00000000,0.03348238,0.000000,0.000000
1577840593.69930696,0.06000900,0.00552709,0.00000607,16625.00000000,0.04777649,0.000000,0.000000
1577840593.79996014,0.05993006,0.01114731,0.00000510,16926.00000000,0.05053557,0.000000,0.000000
1577840593.89979696,0.05991107,0.00967199,0.00000663,17077.00000000,0.05763268,0.000000,0.000000
1577840593.99964285,0.06037294,0.00597943,0.00000800,17255.00000000,0.11625891,0.000000,0.000000
1577840594.09946179,0.06102113,0.00596992,0.00000578,16990.00000000,0.14010014,0.000000,0.000000
1577840594.19928408,0.06159410,0.00584709,0.00001082,17124.00000000,0.13206929,0.000000,0.000000
1577840594.29991102,0.06223489,0.01917984,0.00001357,17289.00000000,0.14169296,0.000000,0.000000
1577840594.39974499,0.06299617,0.00589571,0.00000869,17432.00000000,0.15815674,0.000000,0.000000
1577840594.49958086,0.06390138,0.00678790,0.00001080,17591.00000000,0.17795716,0.000000,0.000000
1577840594.59942102,0.06446214,0.00674917,0.00000879,17688.00000000,0.13567863,0.000000,0.000000
1577840594.69966102,0.06457121,0.01529308,0.00000831,17805.00000000,0.07853309,0.000000,0.000000
1577840594.79950690,0.06436550,0.00713758,0.00000589,17958.00000000,0.03782819,0.000000,0.000000
1577840594.89935422,0.06411765,0.00496352,0.00000544,18096.00000000,0.03189790,0.000000,0.000000
1577840594.99961305,0.06386692,0.00571282,0.00000494,18171.00000000,0.03102083,0.000000,0.000000
1577840595.09944916,0.06387960,0.00647877,0.00000954,18265.00000000,0.06555257,0.000000,0.000000
1577840595.19928503,0.06434095,0.01253749,0.00000721,18421.00000000,0.12570047,0.000000,0.000000
1577840595.29991984,0.06478019,0.01140530,0.00000910,18551.00000000,0.12363918,0.000000,0.000000
1577840595.39976501,0.06508164,0.01182009,0.00001044,18670.00000000,0.10577729,0.000000,0.000000
1577840595.49959922,0.06563436,0.01063776,0.00000933,18803.00000000,0.14080428,0.000000,0.000000
1577840595.59945202,0.06580482,0.01069310,0.00001026,18843.00000000,0.08915727,0.000000,0.000000
1577840595.69928908,0.06597822,0.01435110,0.00001070,18927.00000000,0.08990765,0.000000,0.000000
1577840595.79993796,0.06625643,0.01556008,0.00001052,19007.00000000,0.10492762,0.000000,0.000000
1577840595.89977908,0.06661406,0.01105214,0.00000810,18939.00000000,0.11668302,0.000000,0.000000
1577840595.99962020,0.06682909,0.00676501,0.00000617,19041.00000000,0.09714745,0.000000,0.000000
1577840596.09945083,0.06691223,0.00494930,0.00000652,19170.00000000,0.07871901,0.000000,0.000000
1577840596.19928908,0.06668138,0.00694530,0.00000539,19287.00000000,0.03366911,0.000000,0.000000
1577840596.29991913,0.06684590,0.00756836,0.00000522,19346.00000000,0.09053662,0.000000,0.000000
1577840596.39974713,0.06696073,0.00591599,0.00001139,19376.00000000,0.08361152,0.000000,0.000000
1577840596.49957800,0.06747976,0.00604833,0.00001135,19446.00000000,0.14325767,0.000000,0.000000
1577840596.59941101,0.06789306,0.00567890,0.00000931,19496.00000000,0.12864811,0.000000,0.000000
1577840596.69964910,0.06798874,0.00505014,0.00000637,19541.00000000,0.08215006,0.000000,0.000000
1577840596.79949999,0.06790608,0.00531300,0.00000976,19595.00000000,0.05558981,0.000000,0.000000
1577840596.89934587,0.06817183,0.01075458,0.00000724,19612.00000000,0.10803338,0.000000,0.000000
1577840596.99998999,0.06860091,0.00596078,0.00000572,19659.00000000,0.13339216,0.000000,0.000000
1577840597.09982109,0.06889438,0.00713658,0.00000608,19752.00000000,0.11350226,0.000000,0.000000
1577840597.19965315,0.06957431,0.01938530,0.00000979,19761.00000000,0.17360302,0.000000,0.000000
1577840597.29949498,0.07001689,0.01553298,0.00000905,19827.00000000,0.13817487,0.000000,0.000000
1577840597.39934683,0.07010466,0.01299516,0.00000704,19889.00000000,0.08370900,0.000000,0.000000
1577840597.49998903,0.07034439,0.00709258,0.00000612,20047.00000000,0.10774236,0.000000,0.000000
1577840597.59983420,0.07015134,0.00756392,0.00000516,20179.00000000,0.03984155,0.000000,0.000000
1577840597.69966698,0.06992909,0.00787758,0.00000515,20338.00000000,0.03481463,0.000000,0.000000
1577840597.79952002,0.06969950,0.00576512,0.00000447,20504.00000000,0.03319515,0.000000,0.000000
1577840597.89935994,0.06945362,0.00512596,0.00000494,20416.00000000,0.03011128,0.000000,0.000000
1577840597.99998689,0.06923968,0.00487975,0.00000494,20434.00000000,0.03479611,0.000000,0.000000
1577840598.09981704,0.06963033,0.00562594,0.00000666,20514.00000000,0.13291529,0.000000,0.000000
1577840598.19963503,0.07001187,0.00976575,0.00000793,20569.00000000,0.13220297,0.000000,0.000000
1577840598.29948211,0.07040543,0.01374479,0.00000925,20589.00000000,0.13494893,0.000000,0.000000
1577840598.39931607,0.07085130,0.00889432,0.00000558,20212.00000000,0.14442008,0.000000,0.000000
1577840598.49994802,0.07114963,0.01039389,0.00000613,20238.00000000,0.12067242,0.000000,0.000000
1577840598.59977794,0.07105384,0.00378188,0.00000794,20213.00000000,0.05505661,0.000000,0.000000
1577840598.69961286,0.07123787,0.00385289,0.00000600,20244.00000000,0.10215526,0.000000,0.000000
1577840598.79945707,0.07110185,0.00319362,0.00000752,20241.00000000,0.04811417,0.000000,0.000000
1577840598.89928699,0.07117108,0.00924003,0.00000773,20265.00000000,0.08294068,0.000000,0.000000
1577840598.99992609,0.07169217,0.00448990,0.00000681,20262.00000000,0.16079896,0.000000,0.000000
1577840599.09976602,0.07207953,0.00448445,0.00000703,20298.00000000,0.13870541,0.000000,0.000000
1577840599.19960284,0.07197295,0.01142707,0.00000553,20314.00000000,0.05353374,0.000000,0.000000
1577840599.29943609,0.07187966,0.00435668,0.00000977,20336.00000000,0.05564718,0.000000,0.000000
1577840599.39967585,0.07181224,0.00642558,0.00000715,20360.00000000,0.06001520,0.000000,0.000000
1577840599.49953985,0.07189133,0.00516677,0.00000985,20446.00000000,0.08581001,0.000000,0.000000
1577840599.59938192,0.07188832,0.00746938,0.00000933,20635.00000000,0.07135538,0.000000,0.000000
1577840599.69962597,0.07233047,0.00878146,0.00000724,20734.00000000,0.15103307,0.000000,0.000000
1577840599.79946494,0.07268998,0.01068946,0.00000858,21007.00000000,0.13704209,0.000000,0.000000
1577840599.89931011,0.07293375,0.01565932,0.00001096,21141.00000000,0.11681281,0.000000,0.000000
1577840599.99995184,0.07312549,0.01829458,0.00000743,21348.00000000,0.10783074,0.000000,0.000000
1577840600.09977508,0.07321441,0.01409433,0.00000899,21606.00000000,0.08939740,0.000000,0.000000
1577840600.19961405,0.07335261,0.01882579,0.00000651,21893.00000000,0.09864294,0.000000,0.000000
1577840600.29945588,0.07327661,0.00645103,0.00000546,21218.00000000,0.05929390,0.000000,0.000000
1577840600.39930701,0.07338961,0.00509904,0.00000617,21512.00000000,0.09429318,0.000000,0.000000
1577840600.49994302,0.07317490,0.00530702,0.00000591,21755.00000000,0.03323942,0.000000,0.000000
1577840600.59978604,0.07295517,0.00602475,0.00000553,21966.00000000,0.03186679,0.000000,0.000000
1577840600.69962692,0.07271312,0.00391517,0.00000463,22093.00000000,0.02720768,0.000000,0.000000
1577840600.79946899,0.07251845,0.00762388,0.00000574,22224.00000000,0.03572479,0.000000,0.000000
1577840600.89931607,0.07258226,0.00637373,0.00000660,22309.00000000,0.08470707,0.000000,0.000000
1577840600.99996996,0.07304203,0.00668502,0.00000764,22407.00000000,0.16085785,0.000000,0.000000
1577840601.09979391,0.07342058,0.01169031,0.00001125,22535.00000000,0.14610152,0.000000,0.000000
1577840601.19962811,0.07327722,0.00620701,0.00000524,22552.00000000,0.04560939,0.000000,0.000000
1577840601.29947710,0.07341950,0.00624570,0.00000930,22647.00000000,0.10102130,0.000000,0.000000
1577840601.39931607,0.07331811,0.00635056,0.00000650,22723.00000000,0.05354753,0.000000,0.000000
1577840601.49994016,0.07361311,0.01256356,0.00000770,22783.00000000,0.13143361,0.000000,0.000000
1577840601.59979105,0.07388639,0.00594966,0.00000529,22862.00000000,0.12772258,0.000000,0.000000
1577840601.69964099,0.07391872,0.00473837,0.00000607,22909.00000000,0.08031875,0.000000,0.000000
1577840601.79947805,0.07393534,0.00807614,0.00000694,22941.00000000,0.07724308,0.000000,0.000000
1577840601.89933395,0.07375286,0.00715510,0.00000538,22963.00000000,0.03725608,0.000000,0.000000
1577840601.99996805,0.07360732,0.00607835,0.00000679,22989.00000000,0.04435514,0.000000,0.000000
1577840602.09980297,0.07338655,0.00437997,0.00000505,23008.00000000,0.02878963,0.000000,0.000000
1577840602.19964290,0.07319371,0.00431983,0.00000596,23038.00000000,0.03404767,0.000000,0.000000
1577840602.29949307,0.07323235,0.00442887,0.00000714,23058.00000000,0.08111449,0.000000,0.000000
1577840602.39934206,0.07325253,0.00551151,0.00000833,23093.00000000,0.07738954,0.000000,0.000000
1577840602.49998498,0.07368630,0.00593041,0.00000696,23135.00000000,0.16304279,0.000000,0.000000
1577840602.59981489,0.07359452,0.00617118,0.00000860,23190.00000000,0.05459703,0.000000,0.000000
1577840602.69964504,0.07357459,0.01103786,0.00000939,23236.00000000,0.06942945,0.000000,0.000000
1577840602.79949999,0.07356135,0.02253887,0.00000704,23254.00000000,0.07079348,0.000000,0.000000
1577840602.89933991,0.07350097,0.01589093,0.00000856,23294.00000000,0.06082046,0.000000,0.000000
1577840602.99997807,0.07355344,0.00537687,0.00001017,23350.00000000,0.08462487,0.000000,0.000000
1577840603.09982109,0.07342255,0.00525766,0.00000747,23405.00000000,0.04567475,0.000000,0.000000
1577840603.19966316,0.07344534,0.00511218,0.00000589,23432.00000000,0.07830002,0.000000,0.000000
1577840603.29948592,0.07332222,0.00514292,0.00000660,23477.00000000,0.04697505,0.000000,0.000000
1577840603.39932799,0.07332582,0.00511427,0.00000752,23529.00000000,0.07409936,0.000000,0.000000
1577840603.49996400,0.07319748,0.00400362,0.00000592,23560.00000000,0.04547629,0.000000,0.000000
1577840603.59979796,0.07302046,0.00410517,0.00000572,23563.00000000,0.03460577,0.000000,0.000000
1577840603.69963813,0.07282305,0.00588886,0.00000541,23560.00000000,0.02978733,0.000000,0.000000
1577840603.79947495,0.07299060,0.01116824,0.00001060,23570.00000000,0.10968408,0.000000,0.000000
1577840603.89931202,0.07321804,0.00843315,0.00000742,23588.00000000,0.12325533,0.000000,0.000000
1577840603.99994707,0.07339970,0.00535808,0.00000978,23583.00000000,0.11354604,0.000000,0.000000
1577840604.09977698,0.07359675,0.01113438,0.00001529,23613.00000000,0.11734242,0.000000,0.000000
1577840604.19962120,0.07340994,0.00394309,0.00000598,23632.00000000,0.03175150,0.000000,0.000000
1577840604.29946899,0.07352761,0.00865753,0.00000823,23604.00000000,0.09988466,0.000000,0.000000
1577840604.39930916,0.07351166,0.00266806,0.00000840,23606.00000000,0.06992410,0.000000,0.000000
1577840604.49994898,0.07348655,0.00425865,0.00000615,23621.00000000,0.06781248,0.000000,0.000000
1577840604.59978914,0.07340550,0.00441405,0.00000795,23625.00000000,0.05500634,0.000000,0.000000
1577840604.69962502,0.07323563,0.00157229,0.00000639,23648.00000000,0.03450586,0.000000,0.000000
1577840604.79946113,0.07327306,0.00241635,0.00001155,23707.00000000,0.08184391,0.000000,0.000000
1577840604.89929295,0.07308503,0.00573097,0.00000639,23924.00000000,0.02983885,0.000000,0.000000
1577840604.99993396,0.07292954,0.00740950,0.00000552,24369.00000000,0.03701165,0.000000,0.000000
1577840605.09977794,0.07286189,0.01863009,0.00000566,25328.00000000,0.05716552,0.000000,0.000000
1577840605.19961405,0.07361906,0.02204499,0.00000800,25314.00000000,0.25004082,0.000000,0.000000
1577840605.29945803,0.07404066,0.01976478,0.00000596,26285.00000000,0.17269387,0.000000,0.000000
1577840605.39929700,0.07431741,0.00381821,0.00000884,26905.00000000,0.13935316,0.000000,0.000000
1577840605.49992704,0.07433475,0.01606320,0.00000563,27215.00000000,0.07842785,0.000000,0.000000
1577840605.59977603,0.07450133,0.00413832,0.00001009,27366.00000000,0.11398147,0.000000,0.000000
1577840605.69961500,0.07461665,0.01334174,0.00000925,27608.00000000,0.10206138,0.000000,0.000000
1577840605.79944491,0.07516667,0.01372946,0.00000705,28232.00000000,0.20662144,0.000000,0.000000
1577840605.89928818,0.07528447,0.01296258,0.00000524,28367.00000000,0.10355634,0.000000,0.000000
1577840605.99992609,0.07515766,0.00716515,0.00000490,29199.00000000,0.04459797,0.000000,0.000000
1577840606.09976196,0.07504921,0.00433605,0.00000514,28922.00000000,0.04880342,0.000000,0.000000
1577840606.19960594,0.07487549,0.00287867,0.00000515,29092.00000000,0.03266121,0.000000,0.000000
1577840606.29945183,0.07462256,0.00154039,0.00000436,29151.00000000,0.01290784,0.000000,0.000000
1577840606.39928818,0.07435461,0.00114704,0.00000429,29180.00000000,0.00870646,0.000000,0.000000
1577840606.49992085,0.07407957,0.00060505,0.00000417,29198.00000000,0.00642005,0.000000,0.000000
1577840606.59976292,0.07382270,0.00173245,0.00000511,29200.00000000,0.01037536,0.000000,0.000000
1577840606.69959092,0.07361652,0.00457347,0.00000542,29222.00000000,0.02248478,0.000000,0.000000
1577840606.79941821,0.07376883,0.01494320,0.00001353,29355.00000000,0.11169347,0.000000,0.000000
1577840606.89964223,0.07398775,0.00953440,0.00000907,29760.00000000,0.12871841,0.000000,0.000000
1577840606.99948287,0.07401979,0.01754193,0.00000672,30647.00000000,0.08206172,0.000000,0.000000
1577840607.09932590,0.07400082,0.01843290,0.00000617,30499.00000000,0.06922117,0.000000,0.000000
1577840607.19997096,0.07391717,0.00469880,0.00001025,30259.00000000,0.05275188,0.000000,0.000000
1577840607.29982424,0.07400802,0.00275498,0.00000784,30580.00000000,0.09708475,0.000000,0.000000
1577840607.39967585,0.07413723,0.00349774,0.00000854,30736.00000000,0.10708519,0.000000,0.000000
1577840607.49951005,0.07454047,0.00615343,0.00000830,30845.00000000,0.17777192,0.000000,0.000000
1577840607.59935594,0.07459103,0.00660575,0.00000810,31247.00000000,0.08758436,0.000000,0.000000
1577840607.69959998,0.07456671,0.01527413,0.00000936,31605.00000000,0.06829142,0.000000,0.000000
1577840607.79943395,0.07443230,0.00328042,0.00000580,31818.00000000,0.03961981,0.000000,0.000000
1577840607.89967418,0.07424608,0.00254662,0.00000519,31899.00000000,0.02582874,0.000000,0.000000
1577840607.99950695,0.07400067,0.00169925,0.00000564,31925.00000000,0.00995058,0.000000,0.000000
1577840608.09933400,0.07374256,0.00088981,0.00000509,31952.00000000,0.00611763,0.000000,0.000000
1577840608.19998217,0.07348680,0.00074498,0.00000496,31972.00000000,0.00621957,0.000000,0.000000
1577840608.29983306,0.07326039,0.00253304,0.00000589,31988.00000000,0.01349067,0.000000,0.000000
1577840608.39967585,0.07320373,0.00506173,0.00000970,32132.00000000,0.05818793,0.000000,0.000000
1577840608.49952579,0.07318587,0.00821993,0.00000809,32638.00000000,0.06843537,0.000000,0.000000
1577840608.59937000,0.07339832,0.01591783,0.00001157,33330.00000000,0.13012268,0.000000,0.000000
1577840608.69960403,0.07352415,0.00302235,0.00000869,33912.00000000,0.10724684,0.000000,0.000000
1577840608.79944921,0.07355028,0.00495338,0.00000607,34158.00000000,0.08057828,0.000000,0.000000
1577840608.89928079,0.07379353,0.00384647,0.00000638,34251.00000000,0.13947014,0.000000,0.000000
1577840608.99991703,0.07394310,0.00543118,0.00000615,34391.00000000,0.11447605,0.000000,0.000000
1577840609.09975815,0.07399229,0.00582384,0.00000886,34753.00000000,0.08737277,0.000000,0.000000
1577840609.19957876,0.07412894,0.01008663,0.00000764,35206.00000000,0.11143380,0.000000,0.000000
1577840609.29941702,0.07409698,0.00260416,0.00000590,35386.00000000,0.06534003,0.000000,0.000000
1577840609.39965892,0.07407270,0.00116797,0.00000519,35432.00000000,0.06739785,0.000000,0.000000
1577840609.49950004,0.07382484,0.00044442,0.00000584,35445.00000000,0.00541506,0.000000,0.000000
1577840609.59933901,0.07358129,0.00070234,0.00000482,35451.00000000,0.00611744,0.000000,0.000000
1577840609.69996381,0.07336894,0.00207541,0.00000566,35468.00000000,0.01433498,0.000000,0.000000
1577840609.79981112,0.07334469,0.00505236,0.00000588,35547.00000000,0.06658055,0.000000,0.000000
1577840609.89964485,0.07320811,0.00650526,0.00000613,35739.00000000,0.03496431,0.000000,0.000000
1577840609.99947214,0.07308194,0.00417632,0.00000680,36199.00000000,0.03762852,0.000000,0.000000
1577840610.09930182,0.07288266,0.00202418,0.00000580,36446.00000000,0.01668638,0.000000,0.000000
1577840610.19994283,0.07268114,0.00209367,0.00000599,36588.00000000,0.01564944,0.000000,0.000000
1577840610.29976797,0.07249997,0.00372834,0.00000642,36635.00000000,0.02104878,0.000000,0.000000
1577840610.39960909,0.07276511,0.00629554,0.00000660,36757.00000000,0.14833034,0.000000,0.000000
1577840610.49944711,0.07274013,0.00835557,0.00000800,37084.00000000,0.06559382,0.000000,0.000000
1577840610.59929609,0.07297288,0.00526317,0.00001294,37189.00000000,0.13977401,0.000000,0.000000
1577840610.69993806,0.07319832,0.00277302,0.00001284,37236.00000000,0.13812587,0.000000,0.000000
1577840610.79977703,0.07330567,0.00102278,0.00000679,37222.00000000,0.10432862,0.000000,0.000000
1577840610.89959812,0.07310022,0.00046097,0.00000620,37218.00000000,0.01351920,0.000000,0.000000
1577840610.99945903,0.07306698,0.00053015,0.00001629,37228.00000000,0.06339447,0.000000,0.000000
1577840611.09929180,0.07317592,0.00282145,0.00000924,37250.00000000,0.10498570,0.000000,0.000000
1577840611.19993091,0.07323819,0.00751251,0.00000731,37311.00000000,0.09148531,0.000000,0.000000
1577840611.29977393,0.07318169,0.01438097,0.00000702,37645.00000000,0.05657064,0.000000,0.000000
1577840611.39962006,0.07310297,0.00713306,0.00000744,37878.00000000,0.04987910,0.000000,0.000000
1577840611.49946117,0.07292875,0.00432953,0.00000590,38194.00000000,0.02135852,0.000000,0.000000
1577840611.59929895,0.07274427,0.00280131,0.00000582,38337.00000000,0.01795619,0.000000,0.000000
1577840611.69992709,0.07257197,0.00357997,0.00000567,38352.00000000,0.02122400,0.000000,0.000000
1577840611.79976797,0.07242416,0.00555147,0.00000558,38373.00000000,0.02822922,0.000000,0.000000
1577840611.89960408,0.07230286,0.00737098,0.00000589,38570.00000000,0.03591344,0.000000,0.000000
1577840611.99944711,0.07220127,0.00465104,0.00000575,38811.00000000,0.04162367,0.000000,0.000000
1577840612.09967494,0.07214872,0.00380739,0.00000751,38912.00000000,0.05627705,0.000000,0.000000
1577840612.19952202,0.07209135,0.00183706,0.00001000,38901.00000000,0.05471097,0.000000,0.000000
1577840612.29936099,0.07195358,0.00122249,0.00000528,38905.00000000,0.03007151,0.000000,0.000000
1577840612.39960003,0.07188305,0.00089772,0.00000594,38874.00000000,0.05036932,0.000000,0.000000
1577840612.49943185,0.07189275,0.00170657,0.00000807,38894.00000000,0.07486178,0.000000,0.000000
1577840612.59928203,0.07214248,0.01580247,0.00000755,38928.00000000,0.14880968,0.000000,0.000000
1577840612.69991708,0.07241349,0.00536428,0.00000937,38950.00000000,0.15588538,0.000000,0.000000
1577840612.79974294,0.07232575,0.00688603,0.00000995,39113.00000000,0.04521243,0.000000,0.000000
1577840612.89958191,0.07228820,0.00768507,0.00001335,39199.00000000,0.06064819,0.000000,0.000000
1577840612.99941707,0.07224149,0.00196297,0.00001075,39365.00000000,0.05771431,0.000000,0.000000
1577840613.09964013,0.07208047,0.00197924,0.00000578,39391.00000000,0.02184230,0.000000,0.000000
1577840613.19948006,0.07200669,0.00548812,0.00000879,39373.00000000,0.04891502,0.000000,0.000000
1577840613.29932809,0.07210242,0.01033675,0.00001056,39429.00000000,0.10216196,0.000000,0.000000
1577840613.39996481,0.07230655,0.00611702,0.00000533,39425.00000000,0.13660515,0.000000,0.000000
1577840613.49981594,0.07227001,0.00802326,0.00000808,39737.00000000,0.06072350,0.000000,0.000000
1577840613.59966803,0.07214000,0.00300914,0.00000609,39772.00000000,0.03092725,0.000000,0.000000
